,Name,Link,Category,Description
696, StrikeIron Sales Tax Calculation API,https://www.programmableweb.com/api/strikeiron-sales-tax-calculation,Reference," Improve time and cost efficiency by automating sales and use tax calculations. StrikeIronâ€™s three sales tax solutions are delivered through our reliable, scalable cloud platform IronCloud. Since we..."
697, Winamp API,https://www.programmableweb.com/api/winamp,Music," From their site: Access Winamp's functionality through external applications. If any of you wanted to build a can opener that ran Winamp, you would need the information provided here. API functions..."
698, WikiMatrix API,https://www.programmableweb.com/api/wikimatrix,Wiki, From their site: WikiMatrix provides access to the Wiki infos through a simple XML API. This allows you to pull interesting data from the Matrix system to create your own customized analysis (eg. ï¿...
699, Where2GetIt Geospatial API,https://www.programmableweb.com/api/where2getit-geospatial,Tools," From their site: For developers of geospatial applications, Where2GetIt offers its REST API, making the development of non-mapping geospatial applications easier than ever before. Tap into our REST..."
700, StrikeIron Global Address Verification API,https://www.programmableweb.com/api/strikeiron-global-address-verification,Reference," Address data is just not the same everywhere. In addition to language differences, almost every country has its own address format. For this reason, it can be challenging to send mail to..."
701, Currency Rates API,https://www.programmableweb.com/api/currency-rates,Financial," From their site: Currency Rates for 115 major currencies. You can perform interactive foreign exchange rate calculations, using current currency rates updated every 10 minutes (20 minute delay)...."
702, StrikeIron Do Not Call List Verification API,https://www.programmableweb.com/api/strikeiron-do-not-call-list-verification,Reference," Make staying in compliance with the U.S. Federal Trade Commission Do Not Call (DNC) list laws easy and cost effective.
StrikeIron Do Not Call List Verification is a proven reliable solution that..."
703, StrikeIron Email Verification and Hygiene API,https://www.programmableweb.com/api/strikeiron-email-verification-and-hygiene,Email," Increase your email deliverability, identify spam traps, as well as enhance email marketing campaign performance and customer relationship management. This cloud-based solution enables you to:
-..."
704, StrikeIron North America Address Verification API,https://www.programmableweb.com/api/strikeiron-north-america-address-verification,Reference," Take your customer service and direct mail campaigns to the next level. Deliver direct mailings and packages on the first try, every time with the North American Address Validation Solution.
Our..."
705, Kegg API,https://www.programmableweb.com/api/kegg,Medical," The increasing amount of genome sequence data is the basis for understanding life as a molecular system and for developing medical, pharmaceutical, and other practical applications. Since 1995 we..."
706, StrikeIron Address Distance API,https://www.programmableweb.com/api/strikeiron-address-distance,Reference," Take Marketing and Customer Relationship Management to the next level.
When your business includes shipping or transporting materials, you will often need to find the distance between two addresses..."
707, JangoMail API,https://www.programmableweb.com/api/jangomail,Email," From their site: JangoMail is the most sophisticated, feature-rich, and easy to use web-based mass emailer for businesses and agencies. You can send and track personalized emails to your customers,..."
708, Naver Maps API,https://www.programmableweb.com/api/naver-maps,Mapping," Naver Open API lets you embed Naver Maps (maps of Korea) in your own web pages. This API is currently in beta stage and does not include a geocoding service yet. Also, all of help pages are composed..."
709, MusicDNS.org API,https://www.programmableweb.com/api/musicdnsorg,Music," MusicDNS provides a simple, easy to use method for acoustically identifying digital music and acquiring the correct metadata. Leveraging patented acoustic recognition technology, MusicDNS..."
710, MP3Tunes API,https://www.programmableweb.com/api/mp3tunes,Music," MP3tunes is a Music Service Provider (MSP) and the home of MP3tunes Locker, the only secure, online music space to feature unlimited listening. With just a couple clicks, Locker users sync up their..."
